id,source,target
,1980 - 1990,1984
,1984,"Вітсма, Боук’є: Заворожу: [Вірш], № 12"
,1980 - 1990,"Netherlands, Literature in Frisian Language"
,1980 - 1990,Frisian
,1980 - 1990,1984
,1984,"Дан, Даніель: Чекаю: [Вірш], № 12"
,1980 - 1990,"Netherlands, Literature in Frisian Language"
,1980 - 1990,Frisian
,1980 - 1990,1984
,1984,"Дотінга, Ян: Сліпа печерна рибка: [Вірш], № 12"
,1980 - 1990,"Netherlands, Literature in Frisian Language"
,1980 - 1990,Frisian
,1980 - 1990,1984
,1984,"Йонг, Анні де: Carpe diem: [Вірш], № 12"
,1980 - 1990,"Netherlands, Literature in Frisian Language"
,1980 - 1990,Frisian
,1980 - 1990,1984
,1984,"Касперсма, Єлле: Спрага слова: [Вірш], № 12"
,1980 - 1990,"Netherlands, Literature in Frisian Language"
,1980 - 1990,Frisian
,1980 - 1990,1984
,1984,"Крол, Сібе: Замість вірша: [Вірш], № 12"
,1980 - 1990,"Netherlands, Literature in Frisian Language"
,1980 - 1990,Frisian
,1980 - 1990,1984
,1984,"Мелдер, Тіні: Жінка з парасолькою, № 12"
,1980 - 1990,"Netherlands, Literature in Frisian Language"
,1980 - 1990,Frisian
,1980 - 1990,1984
,1984,"Мелдер, Тіні: Гірко-солоне: [Поезії], № 12"
,1980 - 1990,"Netherlands, Literature in Frisian Language"
,1980 - 1990,Frisian
,1980 - 1990,1984
,1984,"Пеанстра, Ц’їтс: Освенцім: [Вірш], № 12"
,1980 - 1990,"Netherlands, Literature in Frisian Language"
,1980 - 1990,Frisian
,1980 - 1990,1984
,1984,"Схоон, Грета: Година за годиною: [Вірш], № 12"
,1980 - 1990,"Netherlands, Literature in Frisian Language"
,1980 - 1990,Frisian
,1980 - 1990,1984
,1984,"Тамінга, Доуве: Interbellum: [Вірш], № 12"
,1980 - 1990,"Netherlands, Literature in Frisian Language"
,1980 - 1990,Frisian
,1980 - 1990,1984
,1984,"Фріс, Тонн де: Сейсмос: [Вірш], № 12"
,1990 - 2000,Nicaragua
,1990 - 2000,Spanish
,1990 - 2000,1995
,1995,"Абурто, Хуан: Зниклі безвісти: Оповідання, № 8/9"
,1980 - 1990,Nicaragua
,1980 - 1990,Spanish
,1980 - 1990,1985
,1985,"Асіс Фернандес, Франсіско де: [Поезії], № 02"
,1980 - 1990,Nicaragua
,1980 - 1990,Spanish
,1980 - 1990,1980
,1980,"Беллі, Джоконда: [Поезії], № 03"
,1990 - 2000,Nicaragua
,1990 - 2000,Spanish
,1990 - 2000,1993
,1993,"Даріо, Рубен: Метемпсихоза, № 02"
,1990 - 2000,Nicaragua
,1990 - 2000,Spanish
,1990 - 2000,1993
,1993,"Даріо, Рубен: Сонатина: [Поезії], № 02"
,1980 - 1990,Nicaragua
,1980 - 1990,-
,1980 - 1990,1983
,1983,"Даріо, Рубен: Сонети, № 02"
,1980 - 1990,Nicaragua
,1980 - 1990,Spanish
,1980 - 1990,1981
,1981,"Карденаль, Ернесто: [Поезії], № 02"
,1980 - 1990,Nicaragua
,1980 - 1990,Spanish
,1980 - 1990,1985
,1985,"Кастільйо, Ернесто: [Поезії], № 02"
,1980 - 1990,Nicaragua
,1980 - 1990,Spanish
,1980 - 1990,1985
,1985,"Мартінес Рівас, Карлос: [Поезії], № 02"
,1980 - 1990,Nicaragua
,1980 - 1990,Spanish
,1980 - 1990,1985
,1985,"Менесес, Відалус: [Поезії], № 02"
,1970 - 1980,Nicaragua
,1970 - 1980,Spanish
,1970 - 1980,1979
,1979,"Моралес Авілес, Рікардо: Маленький лист до дружини: [Вірш], № 05"
,1980 - 1990,Nicaragua
,1980 - 1990,Spanish
,1980 - 1990,1985
,1985,"Моралес Авілес, Рікардо: [Поезії], № 02"
,1980 - 1990,Nicaragua
,1980 - 1990,Spanish
,1980 - 1990,1985
,1985,"Мурільйо, Росаріо: [Поезії], № 02"
,1980 - 1990,Nicaragua
,1980 - 1990,Spanish
,1980 - 1990,1984
,1984,"Рамірес, Серхіо: Про безголів’я і сваволю, № 01"
,1980 - 1990,Nicaragua
,1980 - 1990,Spanish
,1980 - 1990,1984
,1984,"Рамірес, Серхіо: Розділи з верховного закону: Саркаст. етюди, № 01"
,1970 - 1980,Nicaragua
,1970 - 1980,Spanish
,1970 - 1980,1976
,1976,"Рамірес, Серхіо: Центровий: Новела, № 02"
,1980 - 1990,Nicaragua
,1980 - 1990,Spanish
,1980 - 1990,1985
,1985,"Рога, Луїс: [Поезії], № 02"
,1980 - 1990,Nicaragua
,1980 - 1990,Spanish
,1980 - 1990,1988
,1988,"Ругамо, Леонель: [Поезії], № 07"
,1970 - 1980,Germany. German Literature
,1970 - 1980,German
,1970 - 1980,1971
,1971,"Адамс, Петер: Позичене обличчя: Роман, № 12"
,1990 - 2000,Germany. German Literature
,1990 - 2000,German
,1990 - 2000,1994
,1994,"Айст, Дітмар фон: «Ах, наближається той час...»: [Вірш], № 03"
,1990 - 2000,Germany. German Literature
,1990 - 2000,German
,1990 - 2000,1994
,1994,"Айхендорф, Йозеф фон: Лісова розмова: [Вірш], № 03"
,1990 - 2000,Germany. German Literature
,1990 - 2000,German
,1990 - 2000,1996
,1996,"Амері, Карл: Падіння міста Пассау: Фантаст. повість, № 12"
,1990 - 2000,Germany. German Literature
,1990 - 2000,Old High German
,1990 - 2000,1999
,1999,"Анонім: Вессобрунська молитва, № 02"
,1990 - 2000,Germany. German Literature
,1990 - 2000,Old High German
,1990 - 2000,1999
,1999,"Анонім: Друге мерзебурзьке заклинання, № 02"
,1990 - 2000,Germany. German Literature
,1990 - 2000,German
,1990 - 2000,1996
,1996,"Анонім: «Я є твоя, а ти є мій...»: [Вірш], № 12"
,1980 - 1990,Germany. German Literature
,1980 - 1990,German
,1980 - 1990,1987
,1987,"Арендт, Еріх: Венера Архипенка: [Вірш], № 05"
,1990 - 2000,Germany. German Literature
,1990 - 2000,German
,1990 - 2000,1996
,1996,"Арендт, Еріх: Емпедоклова гавань: [Вірш], № 04"
,1970 - 1980,Germany. German Literature
,1970 - 1980,German
,1970 - 1980,1979
,1979,"Арендт, Еріх: Ніч на Кікладах: [Вірш], № 10"
,1970 - 1980,Germany. German Literature
,1970 - 1980,German
,1970 - 1980,1974
,1974,"Арендт, Еріх: [Поезії], № 10"
,1970 - 1980,Germany. German Literature
,1970 - 1980,German
,1970 - 1980,1975
,1975,"Бастіан, Горст: Суворість і ніжність: Розд. з роману, № 05"
,1960 - 1970,Germany. German Literature
,1960 - 1970,German
,1960 - 1970,1965
,1965,"Бернгард, Фріц: Комісар поліції Кнолле та його протоколи, № 06"
,1960 - 1970,Germany. German Literature
,1960 - 1970,German
,1960 - 1970,1965
,1965,"Бернгард, Фріц: Поїздка до Голландії, № 06"
,1960 - 1970,Germany. German Literature
,1960 - 1970,German
,1960 - 1970,1965
,1965,"Бернгард, Фріц: Родина добровольців, № 06"
,1960 - 1970,Germany. German Literature
,1960 - 1970,German
,1960 - 1970,1965
,1965,"Бернгард, Фріц: Тепер, № 06"
,1960 - 1970,Germany. German Literature
,1960 - 1970,German
,1960 - 1970,1965
,1965,"Бернгард, Фріц: Екскурсія, № 06"
,1960 - 1970,Germany. German Literature
,1960 - 1970,German
,1960 - 1970,1965
,1965,"Бернгард, Фріц: Милі люди, № 06"
,1960 - 1970,Germany. German Literature
,1960 - 1970,German
,1960 - 1970,1965
,1965,"Бернгард, Фріц: Пакет акцій: Фейлетони, № 06"
,1970 - 1980,Germany. German Literature
,1970 - 1980,German
,1970 - 1980,1979
,1979,"Бернт-Бертл, Юрген: Вітряк молодості: Оповідання, № 10"
,1980 - 1990,Germany. German Literature
,1980 - 1990,German
,1980 - 1990,1982
,1982,"Бехер, Йоганнес: Ленін: [Вірш], № 12"
,1980 - 1990,Germany. German Literature
,1980 - 1990,German
,1980 - 1990,1985
,1985,"Бехер, Йоганнес: Ленін (Слова, які збудили світ): [Вірш], № 04"
,1960 - 1970,Germany. German Literature
,1960 - 1970,German
,1960 - 1970,1969
,1969,"Бехер, Йоганнес: Ленін вічний: [Вірш], № 12"
,1970 - 1980,Germany. German Literature
,1970 - 1980,German
,1970 - 1980,1971
,1971,"Бехер, Йоганнес: [Поезії], № 05"
,1970 - 1980,Germany. German Literature
,1970 - 1980,-
,1970 - 1980,1975
,1975,"Бехер, Йоганнес: Сяйте ви, зорі високі!: [Вірш], № 05"
,1970 - 1980,Germany. German Literature
,1970 - 1980,German
,1970 - 1980,1972
,1972,"Бобровський, Йоганнес: [Поезії], № 09"
,1980 - 1990,Germany. German Literature
,1980 - 1990,German
,1980 - 1990,1988
,1988,"Бобровський, Йоганнес: [Поезії], № 10"
,1980 - 1990,Germany. German Literature
,1980 - 1990,German
,1980 - 1990,1982
,1982,"Бобровський, Йоганнес: Скинення Перуна, Київ: [Вірш], № 05"
,1960 - 1970,Germany. German Literature
,1960 - 1970,German
,1960 - 1970,1966
,1966,"Бохов, Герберт: Моєму синові: [Вірш], № 01"
,1970 - 1980,Germany. German Literature
,1970 - 1980,German
,1970 - 1980,1975
,1975,"Брант, Себастіан: Корабель дурнів: (Уривки): [Поезії], № 06"
,1970 - 1980,Germany. German Literature
,1970 - 1980,German
,1970 - 1980,1974
,1974,"Браун, Фолькер: [Поезії], № 10"
,1970 - 1980,Germany. German Literature
,1970 - 1980,German
,1970 - 1980,1979
,1979,"Браун, Фолькер: [Поезії], № 10"
,1960 - 1970,Germany. German Literature
,1960 - 1970,German
,1960 - 1970,1963
,1963,"Бредель, Віллі: Вечірні розповіді: Цикл оповід, № 10"
,1970 - 1980,Germany. German Literature
,1970 - 1980,German
,1970 - 1980,1977
,1977,"Брехт, Бертольт: Звістка з Німеччини: [Вірш], № 11"
,1970 - 1980,Germany. German Literature
,1970 - 1980,German
,1970 - 1980,1978
,1978,"Брехт, Бертольт: Кар’єра Артуро Уї, яку можна було спинити: Драма, № 02"
,1990 - 2000,Germany. German Literature
,1990 - 2000,German
,1990 - 2000,1996
,1996,"Брехт, Бертольт: Мице вона: [Вірш], № 04"
,1970 - 1980,Germany. German Literature
,1970 - 1980,German
,1970 - 1980,1974
,1974,"Брехт, Бертольт: [Поезії], № 01"
,1990 - 2000,Germany. German Literature
,1990 - 2000,German
,1990 - 2000,1998
,1998,"Брехт, Бертольт: [Поезії], № 08"
,1950 - 1960,Germany. German Literature
,1950 - 1960,German
,1950 - 1960,1959
,1959,"Брехт Бертольт & Фейхтвангер Ліон: Видіння Сімони Машар: П’єса, № 11"
,1960 - 1970,Germany. German Literature
,1960 - 1970,German
,1960 - 1970,1963
,1963,"Бьолль [Белль; Бель], Генріх: Біля мосту: Новела, № 01"
,1990 - 2000,Germany. German Literature
,1990 - 2000,German
,1990 - 2000,1994
,1994,"Бьолль [Белль; Бель], Генріх: Він розвозив пиво: Оповідання, № 10"
,1970 - 1980,Germany. German Literature
,1970 - 1980,German
,1970 - 1980,1972
,1972,"Бьолль [Белль; Бель], Генріх: Груповий портрет з дамою: Роман: Скорочено, № 05"
,1970 - 1980,Germany. German Literature
,1970 - 1980,German
,1970 - 1980,1972
,1972,"Бьолль [Белль; Бель], Генріх: Груповий портрет з дамою: Роман: Скорочено, № 06"
,1970 - 1980,Germany. German Literature
,1970 - 1980,German
,1970 - 1980,1972
,1972,"Бьолль [Белль; Бель], Генріх: Груповий портрет з дамою: Роман: Скорочено, № 07"
,1980 - 1990,Germany. German Literature
,1980 - 1990,German
,1980 - 1990,1989
,1989,"Бьолль [Белль; Бель], Генріх: Тоді в Одесі, № 07"
,1980 - 1990,Germany. German Literature
,1980 - 1990,German
,1980 - 1990,1989
,1989,"Бьолль [Белль; Бель], Генріх: По харчі, № 07"
,1980 - 1990,Germany. German Literature
,1980 - 1990,German
,1980 - 1990,1989
,1989,"Бьолль [Белль; Бель], Генріх: Діти також цивільні, № 07"
,1980 - 1990,Germany. German Literature
,1980 - 1990,German
,1980 - 1990,1989
,1989,"Бьолль [Белль; Бель], Генріх: Наша добра старенька Рене, № 07"
,1980 - 1990,Germany. German Literature
,1980 - 1990,German
,1980 - 1990,1989
,1989,"Бьолль [Белль; Бель], Генріх: Свічки для Марії: Оповідання, № 07"
,1950 - 1960,Germany. German Literature
,1950 - 1960,German
,1950 - 1960,1958
,1958,"Вайнерт, Еріх: [Поезії], № 04"
,1960 - 1970,Germany. German Literature
,1960 - 1970,German
,1960 - 1970,1960
,1960,"Вайнерт, Еріх: Тоді так само почалось, № 08"
,1960 - 1970,Germany. German Literature
,1960 - 1970,German
,1960 - 1970,1960
,1960,"Вайнерт, Еріх: До молодих німецьких поетів: [Вірші], № 08"
,1990 - 2000,Germany. German Literature
,1990 - 2000,German
,1990 - 2000,1996
,1996,"Валентін, Карл: У капелюшній крамниці, № 12"
,1990 - 2000,Germany. German Literature
,1990 - 2000,German
,1990 - 2000,1996
,1996,"Валентін, Карл: Палітурник Ваннінгер: Гуморески, № 12"
,1980 - 1990,Germany. German Literature
,1980 - 1990,German
,1980 - 1990,1982
,1982,"Вальзер, Мартін: Робота душі: Роман, № 04"
,1980 - 1990,Germany. German Literature
,1980 - 1990,German
,1980 - 1990,1982
,1982,"Вальзер, Мартін: Робота душі: Роман, № 05"
,1970 - 1980,Germany. German Literature
,1970 - 1980,German
,1970 - 1980,1975
,1975,"Вальзер, Мартін: Філіпсбурзькі подружжя: Роман, № 02"
,1970 - 1980,Germany. German Literature
,1970 - 1980,German
,1970 - 1980,1975
,1975,"Вальзер, Мартін: Філіпсбурзькі подружжя: Роман, № 03"
,1970 - 1980,Germany. German Literature
,1970 - 1980,German
,1970 - 1980,1979
,1979,"Вальтер, Йоахім: Казка про маляра: Оповідання, № 10"
,1990 - 2000,Germany. German Literature
,1990 - 2000,Latin
,1990 - 2000,1999
,1999,"Валягфрід Страбон з Райхенав: Лілія: [Вірш], № 02"
,1990 - 2000,Germany. German Literature
,1990 - 2000,German
,1990 - 2000,1994
,1994,"Ведекіцд, Франк: Тітковбивця: [Вірш], № 03"
,1980 - 1990,Germany. German Literature
,1980 - 1990,German
,1980 - 1990,1986
,1986,"Вернер, Петра: Кінь з рожевого пластика, № 09"
,1980 - 1990,Germany. German Literature
,1980 - 1990,German
,1980 - 1990,1986
,1986,"Вернер, Петра: Спекти собі чоловіка: Оповідання, № 09"
,1980 - 1990,Germany. German Literature
,1980 - 1990,German
,1980 - 1990,1984
,1984,"Віке, Томас: Нащадок: [Вірш], № 04"
,1990 - 2000,Germany. German Literature
,1990 - 2000,German
,1990 - 2000,1996
,1996,"Віллінген, Вальтраут де: Лузитанський місяць, № 12"
,1990 - 2000,Germany. German Literature
,1990 - 2000,German
,1990 - 2000,1996
,1996,"Віллінген, Вальтраут де: Сесімбра, форталеза де Сантьяго: [Поезії], № 12"
,1960 - 1970,Germany. German Literature
,1960 - 1970,German
,1960 - 1970,1965
,1965,"Вінер, Ральф: В курсі справи: Фейлетон, № 09"
,1970 - 1980,Germany. German Literature
,1970 - 1980,German
,1970 - 1980,1974
,1974,"Вінс, Пауль: [Поезії], № 10"
,1960 - 1970,Germany. German Literature
,1960 - 1970,German
,1960 - 1970,1964
