id,source,target,color
"Отомо, Табіто: Пісні: Пісня Отомо Табіто, яку він склав після смерті дружини, № 08",1980 - 1990,Italy,#F2A2A65
"Отомо, Табіто: Пісня, № 08",1980 - 1990,Italian,#84B5B105
"Отомо, Танусі: Пісня-відповідь, № 08",1980 - 1990,1987,#84B5B106
"Отомо, Якамоті: Пісні Отомо Якамоті, які він склав після смерті коханої, № 08",1987,"Флайяно, Енніо: Війна у популярному викладі: П’єса-фарс, № 07",#D1605E
"Отомо, Якамоті: Пісні, № 08",1980 - 1990,Italy,#E59301
"Отомото, Ясумаро: Пісня, № 08",1980 - 1990,Italian,#F2A2A65
"Отомото, Ясумаро: Пісні прикордонних вартових, № 08",1980 - 1990,1983,#84B5B60
"Отомото, Ясумаро: Пісня дружини прикордонного вартового, № 08",1983,"Фонтанелля, Луїджі: Безсмертний вулик: [Вірш], № 05",#D1605E
"Пані Отомо, Саканое: Пісня, № 08",1980 - 1990,Italy,#E59302
"Пані Отомо, Саканое: Пісня пані, № 08",1980 - 1990,Italian,#F2A2A66
"Поетеса Каса: Пісні, № 08",1980 - 1990,1987,#84B5B57
"Придворна дама Ісікава: Пісня придворної дами, № 08",1987,"Фратантоніо, Кармела: [Поезії], № 06",#D1605E
"Придворна дама Сацу Мьокан: Пісня, № 08",1990 - 2000,Italy,#E59299
"Принц Акі: Пісня, № 08",1990 - 2000,Italian,#F2A2A63
"Принц Нагата: Пісня, № 08",1990 - 2000,1990,#84B5B58
"Принц Оцу: Пісня, № 08",1990,"Цейкен, Валентино: Час і рух: [Вірш], № 06",#D1605E
"Принц Такет: Пісня принца Такет, яку він склав після смерті принцеси Тоті, № 08",1970 - 1980,Italy,#E59300
"Принц Тонері: Пісня, № 08",1970 - 1980,Italian,#F2A2A64
"Принц Юге: Пісня, № 08",1970 - 1980,1970,#84B5B106
"Принц Юхар: Пісня, № 08",1970,"Чеккеріні, Сільвано: Каміння на всіх дорогах: Роман: Скорочено, № 07",#84B5B107
"Принцеса Нуката: Пісні, № 08",1970 - 1980,Italy,#D1605E
"Принцеса Тадзіма: Пісня, № 08",1970 - 1980,Italian,#E59300
"Принцеса Хірокава: Пісні, № 08",1970 - 1980,1970,#F2A2A64
"Райдзан: Хайку, № 08",1970,"Чеккеріні, Сільвано: Каміння на всіх дорогах: Роман: Скорочено, № 08",#84B5B59
"Рьокан: «Як лягла...»: Хайку, № 08",1970 - 1980,Italy,#D1605E
"Рьота: «Ні пари з вуст...», № 08",1970 - 1980,Italian,#E59301
"Рьота: «Літній дощ...»: Хайку, № 08",1970 - 1980,1972,#F2A2A65
"Рьото: «Коло руїн замку...»: Хайку, № 08",1972,"Чеккеріні, Сільвано: Коли минає гнів: Повість, № 11",#84B5B105
"Савакі, Кін’іці: «Заводський паркан...», № 08",1960 - 1970,Italy,#84B5B106
"Савакі, Кін’іці: «У горах...»: Хайку, № 08",1960 - 1970,Italian,#D1605E
"Сайгьо: [Поезії], № 07",1960 - 1970,1967,#E59301
"Саканое, Коренорі: «Сьогодні вранці...»: [Поезія], № 07",1967,"Чеккеріні, Сільвано: Помилуваний смертю: Роман, № 05",#F2A2A65
"Самі, Мансей: Пісні, № 08",1960 - 1970,Italy,#84B5B60
"Сано, Отогамі: Пісня, № 08",1960 - 1970,Italian,#D1605E
"Сібуя, Тейсук: «О ви, мешканці міст...»: [Вірш]:, № 05",1960 - 1970,1967,#E59302
"Сіга, Наоя: До Абасірі: Новела, № 03",1967,"Чеккеріні, Сільвано: Помилуваний смертю: Роман, № 06",#F2A2A66
"Сігейорі: Хайку, № 08",1990 - 2000,Italy,#84B5B104
"Сікісі-Найсінно: [Поезії], № 07",1990 - 2000,Italian,#84B5B105
"Сінтоку: «О місяцю ясний...»: Хайку, № 08",1990 - 2000,1994,#D1605E
"Сіоя, Кунсі: «Жваво бадьоро...»: Хайку, № 08",1994,"Шаша, Леонардо: Будь-яким способом: Повість, № 01",#E59302
"Сісейдзьо: «Парасоля...»: Хайку, № 08",1960 - 1970,Italy,#84B5B58
"Содзю, Хендзю: «Суть лотоса в тому...»: [Поезія] І lang яп, № 07",1960 - 1970,Italian,#D1605E
"Соін: Хайку, № 08",1960 - 1970,1964,#E59300
"Сокан: «До місяця...», № 08",1964,"Шаша, Леонардо: Далека подорож: Новела, № 03",#F2A2A64
"Сокан: «Навколінцях...»: Хайку, № 08",1970 - 1980,Italy,#84B5B59
"Соно, Аяко: Читання крадькома: Новела, № 03",1970 - 1980,Italian,#D1605E
"Сосей: [Поезії], № 07",1970 - 1980,1978,#E59301
"Старша дочка Отомо Саканое: Пісня, № 08",1978,"Шаша, Леонардо: Філологія, № 02",#F2A2A65
"Сугавара, Мітідзане: «Білі хризантеми...»: [Поезія], № 07",1970 - 1980,Italy,#84B5B108
"Сюн’е: «Коли цілу ніч...»: [Поезія], № 07",1970 - 1980,Italian,#84B5B109
"Сьохей, Оока: Вогні в полі: Роман, № 03",1970 - 1980,1978,#D1605E
"Табе, Ітіхіко: Пісня, № 08",1978,"Шаша, Леонардо: Екзамен, № 02",#E59301
"Тадзіхі, Куніхіто: Пісня, № 08",1970 - 1980,Italy,#F2A2A65
"Тайгі: «Перше кохання...», № 08",1970 - 1980,Italian,#84B5B60
"Тайгі: «І в пса пожбурити...»: Хайку, № 08",1970 - 1980,1978,#D1605E
"Тайра, Токуко: «Давай, зозуле...»: [Поезія], № 07",1978,"Шаша, Леонардо: Апокриф про випадок з Кроулі: Оповідання, № 02",#E59302
"Такахама, Кьосі: Хайку, № 08",1990 - 2000,Italy,#F2A2A66
"Такахасі, Мусімаро: Пісня-тьока, № 08",1990 - 2000,Italian,#84B5B107
"Такахасі, Мусімаро: Пісня-ханка, № 08",1990 - 2000,1994,#84B5B108
"Такаясу, Осіма: Пісня, № 08",1994,"Щербаненко, Джорджо: Приватна Венера: Роман, № 07",#D1605E
"Танака, Коодзі: Нове село, № 06",1990 - 2000,Italy,#E59302
"Танака, Коодзі: Зайда: Оповідання, № 06",1990 - 2000,Italian,#F2A2A66
"Танігава, Карі: Гей, хмарино!: [Поезія], № 09",1990 - 2000,1992,#84B5B61
"Танігава, Сюнтаро: Печаль, № 09",1992,"Щербаненко, Джорджо: Тенета зради: Роман, № 09",#D1605E
"Танігава, Сюнтаро: Поцілунок: [Поезії], № 09",1980 - 1990,Italy,#E59303
"Таніха, Оме: Пісня дівчини, № 08",1980 - 1990,Italian,#F2A2A67
"Татібана, Наомонто: «Хоч кажуть: серцям...»: [Поезія], № 07",1980 - 1990,1983,#84B5B4
"Тейсіцу: «О-о-о» - і більше ні слова...», № 08",1983,"Якоббі, Руджеро: [Поезії], № 05",#84B5B3
"Тейсіцу: «Прохолоди...»: Хайку, № 08",1990 - 2000,Italy,#84B5B3
"Тосіо, Сімао: Хмари весняного неба: Новела, № 3’",1990 - 2000,Italian,#D1605E
"Туміясу, Фусей: «Тішиться серце...»: Хайку, № 08",1990 - 2000,1999,#E59300
"Уда-Тенно: «Подорожуючи...»: [Поезія], № 07",1999,"Якопоне да Тоді: Пані з раю: [Вірш], № 02",#F2A2A64
"Умедзакі, Харуо (Сюнсуй): Сакурадзіма: Повість, № 05",1970 - 1980,Jordan,#84B5B59
"Фудзівара, Йосітака: «Аби з тобою зустрітись...»: [Поезія], № 07",1970 - 1980,Arabic,#D1605E
"Фудзівара, Йосіфуса: «Час проминув...»: [Поезія], № 07",1970 - 1980,1970,#E59301
"Фудзівара, Мітінобу: «Прекрасно знаю...»: [Поезія], № 07",1970,"Тукан, Фадва: Не розкидайсь коханням...: [Вірш], № 06",#F2A2A65
"Фудзівара, Садаіе: «Хисткий місточок сну...», № 07",1950 - 1960,Cameroon,#84B5B108
"Фудзівара, Садаіе: «Милуючись місяцем...» [Поезії], № 07",1950 - 1960,French,#84B5B109
"Фудзівара, Тадаміті: «Виплив човном...»: [Поезія], № 07",1950 - 1960,1959,#D1605E
"Фудзівара, Тадафуса: «Ох, цвіркунчи-ку...»: [Поезія], № 07",1959,"Бото, Еза: Жорстоке місто: Повість: Скорочено, № 02",#E59301
"Фудзівара, Тосінарі: «Немає доріг...»: [Поезія], № 09",1970 - 1980,Cameroon,#F2A2A65
"Фудзівара, Тосіюкі: [Поезії], № 07",1970 - 1980,French,#84B5B60
"Фудзімото, Сеїкіті: Людина, що не плескала: Оповідання, № 20/21",1970 - 1980,1979,#D1605E
"Фукунага, Такехіко: Острів смерті: Роман, № 11",1979,"Йондо, Елолонге Епанья: Тамтам: [Вірш], № 06",#E59302
"Фукунага, Такехіко: Острів смерті: Роман, № 12",1970 - 1980,Cameroon,#F2A2A66
"Фун’я, Ясухіде: «Ллється на мене...», № 07",1970 - 1980,French,#84B5B107
"Фун’я, Ясухіде: «І трава, і дерева...»: [Поезії], № 07",1970 - 1980,1973,#84B5B108
"Футігамі, Мосен: Запізніле співчуття: [Поезія], № 09",1973,"Санга-Куо, Франсуа: [Поезії], № 09",#D1605E
"Хадзін: «Випалюють вугілля...»: Хайку, № 08",1990 - 2000,Canada. Literature in English,#E59302
"Хакімото, Кімінарі: Пам’яті товариша Сато Мітіо: [Вірш], № 12",1990 - 2000,English,#F2A2A66
"Ханісі, Міміті: Пісня, № 08",1990 - 2000,1994,#84B5B61
"Хасіхіто, Оура: Пісня, № 08",1994,"Арнасон, Девід: Оповідки з «Бару циркачів», № 03",#D1605E
"Хокусі: «Поле продав...»: Хайку, № 08",1920 - 1930,Canada. Literature in English,#E59303
"Хосі, Сініті [Сін’їті]: Ворожка: Оповідання, № 11",1920 - 1930,English,#F2A2A67
"Хосі, Сініті [Сін’їті]: Гей, вилазь-но!, № 05",1920 - 1930,1928,#84B5B58
"Хосі, Сініті [Сін’їті]: Страхування доброго настрою, № 05",1928,"Блісс, Кармен: Пісня бродяги: [Вірш], № 43",#D1605E
"Хосі, Сініті [Сін’їті]: І що воно за час!, № 05",1990 - 2000,Canada. Literature in English,#E59300
"Хосі, Сініті [Сін’їті]: Таємничий юнак, № 05",1990 - 2000,English,#F2A2A64
"Хосі, Сініті [Сін’їті]: Ера готівки, № 05",1990 - 2000,1990,#84B5B59
"Хосі, Сініті [Сін’їті]: Міністерство життєзабезпечення, № 05",1990,"Валгардсон, Вільям [У. Д.]: Добросерді грішники: Роман, № 12",#D1605E
